date_iso,date_human,title,company,location,apply,source,department
2025-08-12,"Aug 12, 2025","Senior Software Engineer, Product",asana,New York City,https://www.asana.com/jobs/apply/6751576?gh_jid=6751576,greenhouse,
2025-08-12,"Aug 12, 2025",Product Marketing Manager - Executive Engagements,asana,San Francisco,https://www.asana.com/jobs/apply/6806551?gh_jid=6806551,greenhouse,
2025-08-12,"Aug 12, 2025",Product Manager,asana,San Francisco,https://www.asana.com/jobs/apply/6991808?gh_jid=6991808,greenhouse,
2025-08-12,"Aug 12, 2025",Product Manager,asana,"Vancouver, BC",https://www.asana.com/jobs/apply/7023063?gh_jid=7023063,greenhouse,
2025-08-12,"Aug 12, 2025","Manager, Technical Account Management ",figma,"San Francisco, CA • New York, NY • United States",https://boards.greenhouse.io/figma/jobs/5617362004?gh_jid=5617362004,greenhouse,
2025-08-12,"Aug 12, 2025",Inbound Sales Development Representative,asana,Dublin,https://www.asana.com/jobs/apply/5677728?gh_jid=5677728,greenhouse,
2025-08-12,"Aug 12, 2025",Film + Motion Manager,asana,San Francisco,https://www.asana.com/jobs/apply/6912700?gh_jid=6912700,greenhouse,
2025-08-12,"Aug 12, 2025","Enterprise Solutions Consultant (Bengaluru, India)",figma,"Bengaluru, India",https://boards.greenhouse.io/figma/jobs/5615966004?gh_jid=5615966004,greenhouse,
2025-08-12,"Aug 12, 2025",Content Marketing Manager,asana,San Francisco,https://www.asana.com/jobs/apply/6947080?gh_jid=6947080,greenhouse,
2025-08-12,"Aug 12, 2025",Business Development Representative,asana,Dublin,https://www.asana.com/jobs/apply/5677738?gh_jid=5677738,greenhouse,
2025-08-12,"Aug 12, 2025",Business Development Representative,asana,Chicago,https://www.asana.com/jobs/apply/6806660?gh_jid=6806660,greenhouse,
2025-08-11,"Aug 11, 2025",Senior Staff Software Engineer - AI Platform ,coinbase,Remote - India,https://www.coinbase.com/careers/positions/7120619?gh_jid=7120619,greenhouse,
2025-08-11,"Aug 11, 2025","Senior Software Engineer, Machine Learning (Ads)",discord,"San Francisco, CA",https://job-boards.greenhouse.io/discord/jobs/8098628002,greenhouse,
2025-08-11,"Aug 11, 2025",Product Manager II - AI Automation,coinbase,Remote - USA,https://www.coinbase.com/careers/positions/6704837?gh_jid=6704837,greenhouse,
2025-08-11,"Aug 11, 2025","Product Designer, Cross-Product Foundations",figma,"San Francisco, CA • New York, NY • United States",https://boards.greenhouse.io/figma/jobs/5610380004?gh_jid=5610380004,greenhouse,
